phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,-1.5407439555097888e-38,-3.0814879110195774e-35,0.0,-3.0814879110195774e-35,8,10.71076696337544,3.175947183919745e-16,1.4825955950585178e-16,4,10.71076696337544,3.175947183919745e-16,1.4825955950585178e-16,4
normal_gate,0.001,-5.238529448733282e-37,-1.0168910106364606e-33,0.0,-1.0168910106364606e-33,8,9.643922816392122,4.015193303207798e-15,2.0817220231081844e-15,4,9.643922816392092,4.015193303207798e-15,2.081722023108191e-15,4
normal_gate,0.0015,-1.0322984501915585e-36,-1.0168910106364606e-33,0.0,-1.0168910106364606e-33,8,8.750063746593593,4.895153246534773e-13,2.7972100480070557e-13,4,8.750063746594721,4.895153246534773e-13,2.797210048006695e-13,4
normal_gate,0.002,-2.2012528773682666e-31,-4.402485108767529e-28,2.2876966251409342e-29,-4.631254771281622e-28,8,8.00085662361801,5.5369048683042366e-11,3.4601950320917214e-11,4,8.000856623572323,5.5369048683042147e-11,3.4601950321114664e-11,4
normal_gate,0.0025,-8.599326047740556e-28,-1.7194249589726376e-24,8.592904068391437e-26,-1.805353999656552e-24,8,7.372528388909675,6.237417312541585e-09,4.2301751743163084e-09,4,7.37252839073081,6.237417312542437e-09,4.230175173271965e-09,4
normal_gate,0.003,-3.717017909978436e-24,-7.432315954747323e-21,3.7159796549237654e-22,-7.8039139202397e-21,8,6.845158586203109,6.994151522095258e-07,5.108830886834714e-07,4,6.8451585139043445,6.994151522058644e-07,5.108830940767591e-07,4
normal_gate,0.0035,-6.218179916409716e-24,-5.0023240128625605e-21,1.925004381775749e-22,-5.1948244510401354e-21,8,6.402079476612828,1.994674267522241e-06,1.5578331031416458e-06,4,6.402079494840392,1.994674267525818e-06,1.557833098709083e-06,4
normal_gate,0.004,-7.088174842110928e-24,-1.7399898514024235e-21,-2.3264454728053903e-24,-1.737663405929618e-21,8,6.0293650476955625,3.6284376441361542e-06,3.008971604334151e-06,4,6.029365062204295,3.6284376441442866e-06,3.0089715971002706e-06,4
normal_gate,0.0045000000000000005,-6.20249546128059e-24,1.771358761660677e-21,-1.8032537353656003e-22,1.951684135197237e-21,8,5.715394182843912,4.803163864820675e-06,4.201953278426964e-06,4,5.715394194337947,4.8031638648319196e-06,4.201953269986396e-06,4
normal_gate,0.005,-3.762543709463113e-24,4.879903503634953e-21,-3.106063200136619e-22,5.190509823648615e-21,8,5.450479279654445,5.6299451409485235e-06,5.164633101132949e-06,4,5.450479288708771,5.62994514096066e-06,5.164633092564602e-06,4
normal_gate,0.0055,-1.6288473884629172e-25,7.199317941233643e-21,-3.8034798540953904e-22,7.579665926643182e-21,8,5.226550844548136,6.193704769355447e-06,5.9252315279934165e-06,4,5.226550851631854,6.193704769366644e-06,5.925231519973464e-06,4
normal_gate,0.006,4.1362381577453706e-24,8.598245793183324e-21,-3.9172171883214317e-22,8.989967512015467e-21,8,5.036890869992073,6.559207968115854e-06,6.51116744179746e-06,4,5.036890875487496,6.559207968124939e-06,6.511167434702568e-06,4
normal_gate,0.006500000000000001,8.699992675904997e-24,9.127509036319253e-21,-3.559978561275093e-22,9.483506892446763e-21,8,4.875908233021411,6.775774472771273e-06,6.9482177975410625e-06,4,4.875908237239746,6.775774472777721e-06,6.948217791536506e-06,4
normal_gate,0.007,1.3175271955745952e-23,8.95055855968191e-21,-2.884792386278684e-22,9.239037798309778e-21,8,4.738950115515635,6.880924271103216e-06,7.259966979368084e-06,4,4.738950118709983,6.880924271106984e-06,7.259966974478388e-06,4
normal_gate,0.0075,1.7310017521011077e-23,8.269491130530248e-21,-2.0441700887716696e-22,8.473908139407415e-21,8,4.622144124233346,6.903179120941702e-06,7.467507433129534e-06,4,4.622144126609287,6.903179120943031e-06,7.467507429292416e-06,4
normal_gate,0.008,2.0948355457070878e-23,7.276675872119602e-21,-1.1632227364026952e-22,7.392998145759872e-21,8,4.522266435627904,6.864206043454204e-06,7.589342800963394e-06,4,4.522266437352169,6.864206043453495e-06,7.589342798068919e-06,4
normal_gate,0.0085,2.4014350583692988e-23,6.1319902532442205e-21,-3.3294019655259364e-23,6.16528427289948e-21,8,4.436631899240206,6.780452941440471e-06,7.641441858858804e-06,4,4.436631900447919,6.780452941438184e-06,7.641441856776121e-06,4
normal_gate,0.009000000000000001,2.649463566217855e-23,4.960570156971125e-21,3.877409121342317e-23,4.921796065757702e-21,8,4.363002594711379,6.664394655437607e-06,7.637394788070793e-06,4,4.363002595511796,6.664394655434183e-06,7.637394786665747e-06,4
normal_gate,0.0095,2.841773188004839e-23,3.846192435739686e-21,9.69869268218425e-23,3.749205508917844e-21,8,4.299511844816191,6.52548140500095e-06,7.588630570780439e-06,4,4.29951184529752,6.525481404996785e-06,7.588630569926051e-06,4
normal_gate,0.01,2.983760450046547e-23,2.8397452408341662e-21,1.406207041340147e-22,2.6991245367001515e-21,8,4.244601137773175,6.3708606004560464e-06,7.5046634461846744e-06,4,4.244601138006566,6.3708606004514725e-06,7.504663445766642e-06,4
normal_gate,0.0105,3.0823174212067714e-23,1.971139423204483e-21,1.7008901345621632e-22,1.8010504097482667e-21,8,4.19696780705495,6.2059260938797935e-06,7.3933448851428615e-06,4,4.1969678070975975,6.20592609387507e-06,7.393344885062105e-06,4
normal_gate,0.011,3.144663733871874e-23,1.2469262533020564e-21,1.8704621601355338e-22,1.059880037288503e-21,8,4.155521658910603,6.034736378341554e-06,7.261105672980176e-06,4,4.155521658808356,6.034736378336875e-06,7.261105673153206e-06,4
normal_gate,0.0115,3.177903215142461e-23,6.647896254117376e-22,1.9345686576083935e-22,4.713327596508983e-22,8,4.119349031138027,5.860333039671327e-06,7.1131785573075475e-06,4,4.119349030927579,5.8603330396668315e-06,7.113178557665487e-06,4
normal_gate,0.012,3.1885011086862464e-23,2.1195787087570817e-22,1.9138891422945678e-22,2.0568956646251392e-23,8,4.087683016307309,5.684983440743709e-06,6.953796830703563e-06,4,4.087683016017886,5.684983440739493e-06,6.95379683119076e-06,4
