time_s,mechanical_energy_J,energy_error_J,ball_0_height_m
0.000000000000000000e+00,2.403450000000000364e+04,0.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000104e-04,2.403449541625120037e+04,-4.583748803270282224e-03,4.999997615814208984e+00
1.000000000000000021e-03,2.403448914944082571e+04,-1.085055917792487890e-02,4.999992847442626953e+00
1.500000000000000031e-03,2.403448269645609253e+04,-1.730354391111177392e-02,4.999985694885253906e+00
2.000000000000000042e-03,2.403447605729699353e+04,-2.394270301010692492e-02,4.999975681304931641e+00
2.500000000000000052e-03,2.403447222574726038e+04,-2.777425274325651117e-02,4.999963283538818359e+00
3.000000000000000062e-03,2.403446521423012382e+04,-3.478576987981796265e-02,4.999948501586914062e+00
3.500000000000000073e-03,2.403445951342583066e+04,-4.048657417297363281e-02,4.999931335449218750e+00
4.000000000000000083e-03,2.403445362646579815e+04,-4.637353420548606664e-02,4.999911785125732422e+00
4.500000000000000527e-03,2.403444755335003356e+04,-5.244664997007930651e-02,4.999889850616455078e+00
5.000000000000000104e-03,2.403444428781569150e+04,-5.571218431214219891e-02,4.999865531921386719e+00
5.499999999999999681e-03,2.403443484857678777e+04,-6.515142321586608887e-02,4.999838352203369141e+00
6.000000000000000125e-03,2.403442971373200635e+04,-7.028626799728954211e-02,4.999808788299560547e+00
6.500000000000000569e-03,2.403442289588153653e+04,-7.710411846710485406e-02,4.999776840209960938e+00
7.000000000000000146e-03,2.403441738872528367e+04,-8.261127471996587701e-02,4.999742507934570312e+00
7.499999999999999722e-03,2.403441319248676518e+04,-8.680751323845470324e-02,4.999705791473388672e+00
8.000000000000000167e-03,2.403440581598282006e+04,-9.418401718357927166e-02,4.999666690826416016e+00
8.500000000000000611e-03,2.403440274424552990e+04,-9.725575447373557836e-02,4.999625205993652344e+00
9.000000000000001055e-03,2.403439499550461915e+04,-1.050044953844917472e-01,4.999580860137939453e+00
9.499999999999999764e-03,2.403438855745792534e+04,-1.114425420782936271e-01,4.999534130096435547e+00
1.000000000000000021e-02,2.403438193336725453e+04,-1.180666327491053380e-01,4.999485015869140625e+00
1.050000000000000065e-02,2.403437661997080068e+04,-1.233800292029627599e-01,4.999433517456054688e+00
1.099999999999999936e-02,2.403437112038135820e+04,-1.288796186454419512e-01,4.999379634857177734e+00
1.149999999999999981e-02,2.403436543459892346e+04,-1.345654010801808909e-01,4.999323368072509766e+00
1.200000000000000025e-02,2.403435956232548051e+04,-1.404376745231274981e-01,4.999264717102050781e+00
1.250000000000000069e-02,2.403435350445509175e+04,-1.464955449118860997e-01,4.999203205108642578e+00
1.300000000000000114e-02,2.403434875668287350e+04,-1.512433171301381662e-01,4.999139308929443359e+00
1.349999999999999985e-02,2.403434082953930192e+04,-1.591704607017163653e-01,4.999073028564453125e+00
1.400000000000000029e-02,2.403433570938110643e+04,-1.642906188972119708e-01,4.999004364013671875e+00
1.450000000000000074e-02,2.403433040392399198e+04,-1.695960760116577148e-01,4.998933315277099609e+00
1.499999999999999944e-02,2.403432341508865647e+04,-1.765849113471631426e-01,4.998859882354736328e+00
