time_s,mechanical_energy_J,energy_error_J,ball_0_height_m
0.000000000000000000e+00,2.403450000000000364e+04,0.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000021e-02,2.403685778444997777e+04,2.357784449974133167e+00,5.000000000000000000e+00
2.000000000000000042e-02,2.403921556890003558e+04,4.715568900031939847e+00,4.999018999999999657e+00
2.999999999999999889e-02,2.404157335335000971e+04,7.073353350006073015e+00,4.997056999999999860e+00
4.000000000000000083e-02,2.404393113780001295e+04,9.431137800009310013e+00,4.994113999999999720e+00
5.000000000000000278e-02,2.404628892224998708e+04,1.178892224998344318e+01,4.990190000000000126e+00
6.000000000000000472e-02,2.404864670669996121e+04,1.414670669995757635e+01,4.985285000000000188e+00
7.000000000000000666e-02,2.405100449114996081e+04,1.650449114995717537e+01,4.979398999999999909e+00
8.000000000000000167e-02,2.405336227560001862e+04,1.886227560001498205e+01,4.972532000000000174e+00
8.999999999999999667e-02,2.405572006004999275e+04,2.122006004998911521e+01,4.964684000000000097e+00
9.999999999999999167e-02,2.405807784450002509e+04,2.357784450002145604e+01,4.955854999999999677e+00
1.099999999999999867e-01,2.406043562894997376e+04,2.593562894997012336e+01,4.946044999999999803e+00
1.199999999999999817e-01,2.406279341340000246e+04,2.829341339999882621e+01,4.935253999999999586e+00
1.299999999999999767e-01,2.406515119785000934e+04,3.065119785000570118e+01,4.923481999999999914e+00
1.399999999999999856e-01,2.406750898229998347e+04,3.300898229997983435e+01,4.910728999999999900e+00
1.499999999999999944e-01,2.406986676674998671e+04,3.536676674998307135e+01,4.896994999999999543e+00
1.600000000000000033e-01,2.407222455120001177e+04,3.772455120000813622e+01,4.882279999999999731e+00
1.700000000000000122e-01,2.407458233565001501e+04,4.008233565001137322e+01,4.866583999999999577e+00
1.800000000000000211e-01,2.407694012009998914e+04,4.244012009998550639e+01,4.849906999999999968e+00
1.900000000000000300e-01,2.407929790454999238e+04,4.479790454998874338e+01,4.832249000000000017e+00
2.000000000000000389e-01,2.408165568900002108e+04,4.715568900001744623e+01,4.813609999999999722e+00
2.100000000000000477e-01,2.408401347345002796e+04,4.951347345002432121e+01,4.793989999999999974e+00
2.200000000000000566e-01,2.408637125790000209e+04,5.187125789999845438e+01,4.773388999999999882e+00
2.300000000000000655e-01,2.408872904235000533e+04,5.422904235000169137e+01,4.751806999999999448e+00
2.400000000000000744e-01,2.409108682680003039e+04,5.658682680002675625e+01,4.729243999999999559e+00
2.500000000000000555e-01,2.409344461125001180e+04,5.894461125000816537e+01,4.705699999999999328e+00
2.600000000000000644e-01,2.409580239570001504e+04,6.130239570001140237e+01,4.681174999999999642e+00
2.700000000000000733e-01,2.409816018015001100e+04,6.366018015000736341e+01,4.655668999999999613e+00
2.800000000000000822e-01,2.410051796460004334e+04,6.601796460003970424e+01,4.629181999999999242e+00
2.900000000000000910e-01,2.410287574905001748e+04,6.837574905001383740e+01,4.601713999999999416e+00
3.000000000000000999e-01,2.410523353349999161e+04,7.073353349998797057e+01,4.573264999999999247e+00
3.100000000000001088e-01,2.410759131795000576e+04,7.309131795000212151e+01,4.543834999999999624e+00
3.200000000000001177e-01,2.410994910239997262e+04,7.544910239996897872e+01,4.513423999999999658e+00
3.300000000000001266e-01,2.411230688685003042e+04,7.780688685002678540e+01,4.482031999999999350e+00
3.400000000000001354e-01,2.411466467130000456e+04,8.016467130000091856e+01,4.449658999999999587e+00
3.500000000000001443e-01,2.411702245575000779e+04,8.252245575000415556e+01,4.416304999999999481e+00
3.600000000000001532e-01,2.411938024020001467e+04,8.488024020001103054e+01,4.381969999999999033e+00
3.700000000000001621e-01,2.412173802464998880e+04,8.723802464998516371e+01,4.346653999999999129e+00
3.800000000000001710e-01,2.412409580909996657e+04,8.959580909996293485e+01,4.310356999999998884e+00
3.900000000000001799e-01,2.412645359355002074e+04,9.195359355001710355e+01,4.273078999999999184e+00
4.000000000000001887e-01,2.412881137800002034e+04,9.431137800001670257e+01,4.234819999999999141e+00
4.100000000000001976e-01,2.413116916244997265e+04,9.666916244996900787e+01,4.195579999999998755e+00
4.200000000000002065e-01,2.413352694690002681e+04,9.902694690002317657e+01,4.155358999999998915e+00
4.300000000000002154e-01,2.413588473134997184e+04,1.013847313499682059e+02,4.114156999999998732e+00
4.400000000000002243e-01,2.413824251580000418e+04,1.037425158000005467e+02,4.071973999999999094e+00
4.500000000000002331e-01,2.414060030024997832e+04,1.061003002499746799e+02,4.028809999999999114e+00
4.600000000000002420e-01,2.414295808470003612e+04,1.084580847000324866e+02,3.984664999999999235e+00
4.700000000000002509e-01,2.414531586915003572e+04,1.108158691500320856e+02,3.939538999999999014e+00
4.800000000000002598e-01,2.414767365359995893e+04,1.131736535999552871e+02,3.893431999999998894e+00
4.900000000000002687e-01,2.415003143804999127e+04,1.155314380499876279e+02,3.846343999999998875e+00
