phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,2.465190328815662e-37,4.930380657631324e-34,-2.407412430484045e-35,5.171121900679728e-34,8,16.306779543106266,3.110072755633179e-16,4.768067090457432e-17,4,16.306779543106266,3.110072755633179e-16,4.768067090457432e-17,4
normal_gate,0.001,-9.367723249499516e-36,-1.9228484564762163e-32,9.62964972193618e-34,-2.019144953695578e-32,8,14.658120459708348,5.388840076869206e-15,9.190878345695536e-16,4,14.658120459708348,5.388840076869204e-15,9.190878345695532e-16,4
normal_gate,0.0015,4.227801413918861e-34,8.642957292827711e-31,-4.930380657631324e-32,9.135995358590844e-31,8,13.274330764180565,6.259444815438904e-13,1.1788625970375434e-13,4,13.274330764180606,6.259444815438903e-13,1.1788625970375396e-13,4
normal_gate,0.002,-4.7612686010745694e-32,-9.607093230427516e-29,6.310887241768095e-30,-1.0238181954604326e-28,8,12.113667352906551,7.715637325375349e-11,1.592341340693176e-11,4,12.11366735290483,7.715637325375349e-11,1.592341340693402e-11,4
normal_gate,0.0025,-1.3037659462926474e-28,-2.60657963886508e-25,1.2924697071141057e-26,-2.7358266095764904e-25,8,11.140496881177976,9.379745857034573e-09,2.104876011608105e-09,4,11.140496881251096,9.37974585703464e-09,2.1048760115943047e-09,4
normal_gate,0.003,-7.763546434983252e-25,-1.5524485338073919e-21,7.762573060927319e-23,-1.630074264416665e-21,8,10.324526237532991,1.1271795937005125e-06,2.729373648165206e-07,4,10.32452623442363,1.1271795937001307e-06,2.729373648986267e-07,4
normal_gate,0.0035,-1.3115053926795667e-24,-1.070301498362483e-21,4.1514126992505076e-23,-1.1118156253549881e-21,8,9.640114445843896,2.293552177996961e-06,5.947938146589565e-07,4,9.640114446630294,2.293552177997253e-06,5.947938146105114e-07,4
normal_gate,0.004,-1.4252572506017939e-24,-2.275037158444542e-22,-7.548023089546378e-24,-2.1995569275490783e-22,8,9.065647353629657,4.1272229817787065e-06,1.1381489982969253e-06,4,9.065647354255937,4.12722298177931e-06,1.1381489982184653e-06,4
normal_gate,0.0045000000000000005,-1.0899492975812333e-24,6.706159060411211e-22,-5.1905583437702487e-23,7.225214894788236e-22,8,8.5829711373606,5.408769753966216e-06,1.5754363108663262e-06,4,8.582971137856823,5.408769753967029e-06,1.5754363107754794e-06,4
normal_gate,0.005,-3.4052164269212493e-25,1.4988553097782167e-21,-8.581998855237662e-23,1.5846752983305934e-21,8,8.176884792991926,6.28140396340203e-06,1.9204758665505367e-06,4,8.17688479338275,6.281403963402895e-06,1.9204758664590093e-06,4
normal_gate,0.0055,7.330284634197619e-25,2.1471002122237735e-21,-1.0525873294737277e-22,2.2523589451711463e-21,8,7.834691334038373,6.852491943060513e-06,2.1865864431982705e-06,4,7.8346913343439795,6.852491943061301e-06,2.1865864431132305e-06,4
normal_gate,0.006,2.0313069983500552e-24,2.5965570698605867e-21,-1.1125579238838222e-22,2.707812862248969e-21,8,7.545805848900088,7.202060882718846e-06,2.3861138978842967e-06,4,7.545805849136952,7.202060882719474e-06,2.3861138978096045e-06,4
