phase,time_from_release_s,x_m,z_m,vx_m_s,vz_m_s,normal_force_N,friction_force_x_N,active_contact_points,phi_min_m,geometric_penetration_m,analytic_vx_m_s,analytic_x_m
normal_settle,-0.9995,0.0,0.01999770663678646,0.0,-0.004584113135933876,0.6417758192291625,0.0,4,0.0,2.29336321353954e-06,,
normal_settle,-0.999,0.0,0.019993294030427933,0.0,-0.008825471624732018,1.327282733418438,0.0,4,-2.292916178703308e-06,6.705969572067677e-06,,
normal_settle,-0.9985,0.0,0.019986940547823906,0.0,-0.012706879526376724,2.047184085588054,0.0,4,-6.705522537231445e-06,1.3059452176094472e-05,,
normal_settle,-0.998,0.0,0.019978834316134453,0.0,-0.016215607523918152,2.792545220215361,0.0,4,-1.305900514125824e-05,2.1165683865547597e-05,,
normal_settle,-0.9975,0.0,0.019969161599874496,0.0,-0.01934327371418476,3.554667828155861,0.0,4,-2.1165236830711365e-05,3.0838400125503956e-05,,
normal_settle,-0.997,0.0,0.019958119839429855,0.0,-0.022085528820753098,4.325492052357705,0.0,4,-3.0837953090667725e-05,4.188016057014507e-05,,
normal_settle,-0.9965,0.0,0.01994589902460575,0.0,-0.024441994726657867,5.097067879613031,0.0,4,-4.187971353530884e-05,5.410097539424938e-05,,
normal_settle,-0.996,0.0,0.019932691007852554,0.0,-0.0264158733189106,5.862243414052055,0.0,4,-5.410052835941315e-05,6.73089921474461e-05,,
normal_settle,-0.9955,0.0,0.019918683916330338,0.0,-0.028013741597533226,6.61426553994921,0.0,4,-6.730854511260986e-05,8.131608366966289e-05,,
normal_settle,-0.995,0.0,0.019904060289263725,0.0,-0.02924526110291481,7.346962008342121,0.0,4,-8.131563663482666e-05,9.593971073627514e-05,,
normal_settle,-0.9945,0.0,0.019888998940587044,0.0,-0.030122874304652214,8.054773049775145,0.0,4,-9.59392637014389e-05,0.00011100105941295665,,
normal_settle,-0.994,0.0,0.019873669371008873,0.0,-0.030661553144454956,8.732642017880176,0.0,4,-0.00011100061237812042,0.00012633062899112743,,
normal_settle,-0.9935,0.0,0.019858229905366898,0.0,-0.0308784581720829,9.376191383231076,0.0,4,-0.0001263301819562912,0.00014177009463310283,,
normal_settle,-0.993,0.0,0.019842833280563354,0.0,-0.030792584642767906,9.9817477659015,0.0,4,-0.0001417696475982666,0.00015716671943664592,,
normal_settle,-0.9925,0.0,0.019827621057629585,0.0,-0.030424540862441063,10.546086735671338,0.0,4,-0.0001571662724018097,0.00017237894237041515,,
normal_settle,-0.992,0.0,0.019812721759080887,0.0,-0.029796235263347626,11.066612705250437,0.0,4,-0.00017237849533557892,0.00018727824091911358,,
